,Max_Freq,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
Max_Freq,1.0,0.36869714317471053,0.44856782833953274,0.27352865764071477,0.13398203746222395,0.36493214533311086,0.24570015223082167,0.35594093630148155,0.38955421690347836,0.32983290703091683,0.4014364062730852,0.20068837391424763,0.16224021851521672,0.335171236044507,0.1798998399734537,0.2850057582848057,0.37820469027055414,0.3118249838945707,0.414129247167671,0.31450855595818406,0.10888329235707486,0.31024681099463547,0.22950732142505392,0.3467694423954543,0.35139226017495356,0.3034721947648982,0.3651631586240303,0.25093618093577474,0.11734286643926772,0.2954363308924059,0.19807163613025097,0.3063902441803743
M_VAL_2,0.36869714317471053,1.0,0.7418033479067361,0.6446012784022543,0.32410198862367057,0.8384668786351316,0.3367490164409619,0.7844275548700136,0.7646453656541282,0.7406345056772203,0.7961488326337691,0.5496807625193023,0.40925334031747534,0.8057520245295033,0.23990150096590357,0.7460359698985877,0.6950652741980439,0.7753601003560213,0.7528187901298354,0.6909333006381112,0.41405170372990935,0.801710510336519,0.30460899381881146,0.7882401371179903,0.7720859995329784,0.6993549590608465,0.8135423754582353,0.5960827596353849,0.32876441184316874,0.7591827626962646,0.2934743121600291,0.7497766326711901
M_VAL_3,0.44856782833953274,0.7418033479067361,1.0,0.5792558027283057,0.32568877601397167,0.7968870213602023,0.34741108493248435,0.7682441826812284,0.7751812977338496,0.7366860776763877,0.7792816829733786,0.47446569897963065,0.31856936692817805,0.7534700681077653,0.30430664210865227,0.6776519404973222,0.7177831172529577,0.7171414961613978,0.782257578253366,0.6661785965063504,0.3248788246858369,0.7296384081035642,0.4260177486520595,0.7524656369638084,0.7275385947939466,0.6918791748086993,0.774191110117582,0.5540023436706735,0.31539183512275104,0.6954298844860706,0.41084762628280264,0.6997981614336843
M_VAL_4,0.27352865764071477,0.6446012784022543,0.5792558027283057,1.0,0.2720598718641522,0.7583147020394958,0.21849116637919375,0.7317639203048765,0.6344398016729894,0.6516463785007216,0.6283814209572905,0.6541529316754795,0.29605898560176425,0.7608514540796436,0.143974312788554,0.7062313012951105,0.5879121436269177,0.6620932638803738,0.5943005209635713,0.7087016165553554,0.3930168914082824,0.7507082682367422,0.2628748605551823,0.7022823107390409,0.6201622402363682,0.6736487535319391,0.6054598939005502,0.632406711297722,0.4019328304471127,0.7359048407080035,0.18064755045048864,0.7201637383739086
M_VAL_5,0.13398203746222395,0.32410198862367057,0.32568877601397167,0.2720598718641522,1.0,0.30679496334196144,0.054449573516180495,0.32048746972024417,0.27780817114723394,0.2994515602053899,0.3049018531220123,0.1773848699539302,0.22822797665730488,0.2753354611800451,0.22003444115135937,0.2996469568761152,0.2750276929133982,0.2982464157082669,0.2905006344222695,0.36402873080751535,0.2128023822290478,0.25973197389188707,0.08697892538119918,0.2764118963683288,0.2323808633970581,0.26038306015345286,0.2614160746471871,0.25773983308002146,0.2349256997067666,0.24789880803685138,0.10798012470644881,0.28696067828339045
M_VAL_6,0.36493214533311086,0.8384668786351316,0.7968870213602023,0.7583147020394958,0.30679496334196144,1.0,0.2937898874957887,0.886227725046024,0.8629438507696219,0.856448020549493,0.8450998895315994,0.6920369175619215,0.3859217416418482,0.9462014458085454,0.26253816728518575,0.8661359262117536,0.7945439260894313,0.8681278654558137,0.8130252353368144,0.8037799049266371,0.42956797938074337,0.9415830053793797,0.3625022280604543,0.9025581692184105,0.8591603153725095,0.8624395426849139,0.8578613574953287,0.7320866455165711,0.398892651769158,0.9111675733899305,0.36353613433699544,0.8896296610607987
M_VAL_7,0.24570015223082167,0.3367490164409619,0.34741108493248435,0.21849116637919375,0.054449573516180495,0.2937898874957887,1.0,0.308002699724812,0.32872903928964625,0.31378411392606204,0.36362709985967256,0.1375612391478206,0.046775914595416315,0.28808275853773907,0.131882135778489,0.23594940895957048,0.25997370927089164,0.2799413868120496,0.3380878897538221,0.2573346061102171,0.09337503709094616,0.25500832846318855,0.23518814700066776,0.31149118665991776,0.2742877488052544,0.23276600400602598,0.33100251603864334,0.21979980903584767,0.09340701836112192,0.24391786200397805,0.17404787824661064,0.24410561934497632
M_VAL_8,0.35594093630148155,0.7844275548700136,0.7682441826812284,0.7317639203048765,0.32048746972024417,0.886227725046024,0.308002699724812,1.0,0.7904175478465363,0.7705019611460251,0.7790331686537283,0.6620854722389897,0.3634626790532876,0.8622034899132044,0.2579656368671254,0.7892090374946922,0.7144968077147328,0.7886113501580342,0.7596853620709407,0.7798076702293207,0.42311789645126086,0.8501934158193325,0.3514808616389466,0.8391515866841825,0.8056807103919871,0.7584227797292303,0.8074261541077372,0.7008959992259399,0.4165713281051291,0.8189484807518063,0.34367997929596106,0.794876899654696
M_VAL_9,0.38955421690347836,0.7646453656541282,0.7751812977338496,0.6344398016729894,0.27780817114723394,0.8629438507696219,0.32872903928964625,0.7904175478465363,1.0,0.7526757901823624,0.8081492896833085,0.5172342991277269,0.33735533400530937,0.8109570332071776,0.2725702007849075,0.7280189028914625,0.7039643149730257,0.7777547772935017,0.7793851895741848,0.7169680020302788,0.3767319503660399,0.8120988907520389,0.4059034207978206,0.7960187863918494,0.799552070253358,0.7474731554033338,0.8292597640600253,0.57930097348607,0.3078704095899086,0.772443280192231,0.3515805818480457,0.7508697676930475
M_VAL_10,0.32983290703091683,0.7406345056772203,0.7366860776763877,0.6516463785007216,0.2994515602053899,0.856448020549493,0.31378411392606204,0.7705019611460251,0.7526757901823624,1.0,0.7720866874056354,0.5764488648241023,0.37878573304003343,0.8510158882620033,0.28570550177480725,0.7891635425856952,0.7432314503712688,0.7827811254048858,0.7686465978667363,0.6902896845328467,0.37418140893259844,0.8350571626608857,0.306638892600248,0.8003292582348212,0.7686796796732516,0.8002489596036331,0.7714439292453628,0.627171752652325,0.3789056385244126,0.8233684945164776,0.2950021450707508,0.7757364996426975
M_VAL_11,0.4014364062730852,0.7961488326337691,0.7792816829733786,0.6283814209572905,0.3049018531220123,0.8450998895315994,0.36362709985967256,0.7790331686537283,0.8081492896833085,0.7720866874056354,1.0,0.560392921843578,0.32508152722413386,0.8143695761803449,0.29874960951793283,0.7340404476728191,0.7453728124224385,0.7590036381248388,0.8130464406045984,0.6830644221317056,0.35444897348854804,0.7972370486599324,0.41017911535299956,0.8255355188317566,0.7849449785105127,0.7406362404265953,0.8158558266911685,0.5774978343183537,0.2985118216224622,0.7656105328730087,0.3798247553824238,0.7685661953648985
M_VAL_12,0.20068837391424763,0.5496807625193023,0.47446569897963065,0.6541529316754795,0.1773848699539302,0.6920369175619215,0.1375612391478206,0.6620854722389897,0.5172342991277269,0.5764488648241023,0.560392921843578,1.0,0.22086074043029078,0.7327303140541386,0.11952985949107468,0.6667292215816213,0.5400009408507678,0.5767792205177343,0.5289012458013067,0.637451349449883,0.34281124138697483,0.7471903220865328,0.1289030609620836,0.6599977515667047,0.6088126190935448,0.6062941234487275,0.5498041545061103,0.6793854505082308,0.3080080479573986,0.7640288271085621,0.19695743440530497,0.7016602851378103
M_VAL_13,0.16224021851521672,0.40925334031747534,0.31856936692817805,0.29605898560176425,0.22822797665730488,0.3859217416418482,0.046775914595416315,0.3634626790532876,0.33735533400530937,0.37878573304003343,0.32508152722413386,0.22086074043029078,1.0,0.3507572066125489,0.16302239210620137,0.33547545517153826,0.33167386406785365,0.3903851493093005,0.2828473269777226,0.3819167746895414,0.2831397713831204,0.3363410989007586,0.1299263663238828,0.33839518324227613,0.3206957846473353,0.36193630679761113,0.3187861595236188,0.24725922900672903,0.31409715005295474,0.3193555018185508,0.10568269470707957,0.30671665494669736
M_VAL_14,0.335171236044507,0.8057520245295033,0.7534700681077653,0.7608514540796436,0.2753354611800451,0.9462014458085454,0.28808275853773907,0.8622034899132044,0.8109570332071776,0.8510158882620033,0.8143695761803449,0.7327303140541386,0.3507572066125489,1.0,0.24334022184642023,0.891823040806613,0.787074882352356,0.8559543063338324,0.8026573707477856,0.7878374455561828,0.4329528551665416,0.9587111761917531,0.30993250806767025,0.90105816696485,0.8419059813653706,0.8652757998038958,0.8525555606648488,0.7439437004832011,0.3711354248598697,0.9493727415608024,0.3378965185571971,0.8978895112932328
M_VAL_15,0.1798998399734537,0.23990150096590357,0.30430664210865227,0.143974312788554,0.22003444115135937,0.26253816728518575,0.131882135778489,0.2579656368671254,0.2725702007849075,0.28570550177480725,0.29874960951793283,0.11952985949107468,0.16302239210620137,0.24334022184642023,1.0,0.24517609814451502,0.22580310059044184,0.24937629082229537,0.2777721551199937,0.23469440483385443,0.14306848478859124,0.21540052362089593,0.16574683064620305,0.20175116738276,0.2689404771162185,0.1878011779490336,0.273229173313881,0.16515928180195918,0.2159557075212649,0.21754748249552616,0.23163926006940183,0.2500909355004961
M_VAL_16,0.2850057582848057,0.7460359698985877,0.6776519404973222,0.7062313012951105,0.2996469568761152,0.8661359262117536,0.23594940895957048,0.7892090374946922,0.7280189028914625,0.7891635425856952,0.7340404476728191,0.6667292215816213,0.33547545517153826,0.891823040806613,0.24517609814451502,1.0,0.6960289267095584,0.7729409698244369,0.7303859640638348,0.7304123788305955,0.44236698986525624,0.8795960411014199,0.2800133558937119,0.8141884160365696,0.7303802792210745,0.7839643648951586,0.767246607735589,0.6884906411206995,0.4058876075232227,0.8624176188178608,0.3418163970349802,0.799064466477529
M_VAL_17,0.37820469027055414,0.6950652741980439,0.7177831172529577,0.5879121436269177,0.2750276929133982,0.7945439260894313,0.25997370927089164,0.7144968077147328,0.7039643149730257,0.7432314503712688,0.7453728124224385,0.5400009408507678,0.33167386406785365,0.787074882352356,0.22580310059044184,0.6960289267095584,1.0,0.6779421925523287,0.7552228363554554,0.6105110594210045,0.3666772503139671,0.7709281493800713,0.3566009616994475,0.7735841109527001,0.700803162983881,0.7272589514295345,0.7227882837239813,0.6292959114120918,0.32119077504679816,0.7527825016535146,0.3600855531253258,0.7566001527286637
M_VAL_18,0.3118249838945707,0.7753601003560213,0.7171414961613978,0.6620932638803738,0.2982464157082669,0.8681278654558137,0.2799413868120496,0.7886113501580342,0.7777547772935017,0.7827811254048858,0.7590036381248388,0.5767792205177343,0.3903851493093005,0.8559543063338324,0.24937629082229537,0.7729409698244369,0.6779421925523287,1.0,0.7439304120606485,0.7221967126923612,0.4105309560852484,0.8432073941119554,0.3482625320140853,0.7998054886775932,0.7649422054118118,0.7834297617110714,0.7945389658840178,0.6298298837251413,0.3375455172005754,0.8240797999253722,0.31233683500400705,0.7981598192840715
M_VAL_19,0.414129247167671,0.7528187901298354,0.782257578253366,0.5943005209635713,0.2905006344222695,0.8130252353368144,0.3380878897538221,0.7596853620709407,0.7793851895741848,0.7686465978667363,0.8130464406045984,0.5289012458013067,0.2828473269777226,0.8026573707477856,0.2777721551199937,0.7303859640638348,0.7552228363554554,0.7439304120606485,1.0,0.6671999460538042,0.34976632268420876,0.7831621436467999,0.39726665318559934,0.7735289796801118,0.7836253175444803,0.7186731453079592,0.8097860230163951,0.5732091711334951,0.31054662766326596,0.7561380026542444,0.3974781414479075,0.733017195079921
M_VAL_20,0.31450855595818406,0.6909333006381112,0.6661785965063504,0.7087016165553554,0.36402873080751535,0.8037799049266371,0.2573346061102171,0.7798076702293207,0.7169680020302788,0.6902896845328467,0.6830644221317056,0.637451349449883,0.3819167746895414,0.7878374455561828,0.23469440483385443,0.7304123788305955,0.6105110594210045,0.7221967126923612,0.6671999460538042,1.0,0.4398879927483289,0.7731973081423443,0.2516553141611687,0.747799681301074,0.7075215222089416,0.7088618262590974,0.6954545238903647,0.6469752398976113,0.4461215071716918,0.7696725473097427,0.2555296872688281,0.725533920611121
M_VAL_21,0.10888329235707486,0.41405170372990935,0.3248788246858369,0.3930168914082824,0.2128023822290478,0.42956797938074337,0.09337503709094616,0.42311789645126086,0.3767319503660399,0.37418140893259844,0.35444897348854804,0.34281124138697483,0.2831397713831204,0.4329528551665416,0.14306848478859124,0.44236698986525624,0.3666772503139671,0.4105309560852484,0.34976632268420876,0.4398879927483289,1.0,0.4302736460679693,0.13703441734705507,0.3724466184241616,0.36759962084478376,0.39905128246201965,0.38688545542137026,0.39005453643700005,0.306034833468724,0.43777959882935863,0.11459807165952911,0.41120339963156594
M_VAL_22,0.31024681099463547,0.801710510336519,0.7296384081035642,0.7507082682367422,0.25973197389188707,0.9415830053793797,0.25500832846318855,0.8501934158193325,0.8120988907520389,0.8350571626608857,0.7972370486599324,0.7471903220865328,0.3363410989007586,0.9587111761917531,0.21540052362089593,0.8795960411014199,0.7709281493800713,0.8432073941119554,0.7831621436467999,0.7731973081423443,0.4302736460679693,1.0,0.27858396339831215,0.8982777130633106,0.8456187563499961,0.8522976177063271,0.845372972415513,0.7295312159060421,0.35192834057981626,0.9513964579045772,0.292297103834886,0.9014254458079091
M_VAL_23,0.22950732142505392,0.30460899381881146,0.4260177486520595,0.2628748605551823,0.08697892538119918,0.3625022280604543,0.23518814700066776,0.3514808616389466,0.4059034207978206,0.306638892600248,0.41017911535299956,0.1289030609620836,0.1299263663238828,0.30993250806767025,0.16574683064620305,0.2800133558937119,0.3566009616994475,0.3482625320140853,0.39726665318559934,0.2516553141611687,0.13703441734705507,0.27858396339831215,1.0,0.3329343420733092,0.31843183836690825,0.32933597084460536,0.3290533013816096,0.20494063091590703,0.071392140999712,0.24529690964565265,0.3851576745283774,0.3039836362824375
M_VAL_24,0.3467694423954543,0.7882401371179903,0.7524656369638084,0.7022823107390409,0.2764118963683288,0.9025581692184105,0.31149118665991776,0.8391515866841825,0.7960187863918494,0.8003292582348212,0.8255355188317566,0.6599977515667047,0.33839518324227613,0.90105816696485,0.20175116738276,0.8141884160365696,0.7735841109527001,0.7998054886775932,0.7735289796801118,0.747799681301074,0.3724466184241616,0.8982777130633106,0.3329343420733092,1.0,0.8256282671806221,0.808903199113734,0.8260481153464855,0.7133855142515854,0.333366581854547,0.8674507845162052,0.32396723756439755,0.8507424818000836
M_VAL_25,0.35139226017495356,0.7720859995329784,0.7275385947939466,0.6201622402363682,0.2323808633970581,0.8591603153725095,0.2742877488052544,0.8056807103919871,0.799552070253358,0.7686796796732516,0.7849449785105127,0.6088126190935448,0.3206957846473353,0.8419059813653706,0.2689404771162185,0.7303802792210745,0.700803162983881,0.7649422054118118,0.7836253175444803,0.7075215222089416,0.36759962084478376,0.8456187563499961,0.31843183836690825,0.8256282671806221,1.0,0.7276409463680652,0.8268870691416552,0.5759965750103327,0.3305683612174296,0.8161340098307289,0.35008609670071,0.7671606955609886
M_VAL_26,0.3034721947648982,0.6993549590608465,0.6918791748086993,0.6736487535319391,0.26038306015345286,0.8624395426849139,0.23276600400602598,0.7584227797292303,0.7474731554033338,0.8002489596036331,0.7406362404265953,0.6062941234487275,0.36193630679761113,0.8652757998038958,0.1878011779490336,0.7839643648951586,0.7272589514295345,0.7834297617110714,0.7186731453079592,0.7088618262590974,0.39905128246201965,0.8522976177063271,0.32933597084460536,0.808903199113734,0.7276409463680652,1.0,0.7432152410958134,0.618221630504947,0.3939579990870562,0.8499236050513631,0.2874985090292738,0.8229016219528675
M_VAL_27,0.3651631586240303,0.8135423754582353,0.774191110117582,0.6054598939005502,0.2614160746471871,0.8578613574953287,0.33100251603864334,0.8074261541077372,0.8292597640600253,0.7714439292453628,0.8158558266911685,0.5498041545061103,0.3187861595236188,0.8525555606648488,0.273229173313881,0.767246607735589,0.7227882837239813,0.7945389658840178,0.8097860230163951,0.6954545238903647,0.38688545542137026,0.845372972415513,0.3290533013816096,0.8260481153464855,0.8268870691416552,0.7432152410958134,1.0,0.611099957584613,0.27356119182778205,0.8179259408138104,0.36586361171639725,0.8028108280144126
M_VAL_28,0.25093618093577474,0.5960827596353849,0.5540023436706735,0.632406711297722,0.25773983308002146,0.7320866455165711,0.21979980903584767,0.7008959992259399,0.57930097348607,0.627171752652325,0.5774978343183537,0.6793854505082308,0.24725922900672903,0.7439437004832011,0.16515928180195918,0.6884906411206995,0.6292959114120918,0.6298298837251413,0.5732091711334951,0.6469752398976113,0.39005453643700005,0.7295312159060421,0.20494063091590703,0.7133855142515854,0.5759965750103327,0.618221630504947,0.611099957584613,1.0,0.3052925778763268,0.7500459160225202,0.1842517877208579,0.7358982604716525
M_VAL_29,0.11734286643926772,0.32876441184316874,0.31539183512275104,0.4019328304471127,0.2349256997067666,0.398892651769158,0.09340701836112192,0.4165713281051291,0.3078704095899086,0.3789056385244126,0.2985118216224622,0.3080080479573986,0.31409715005295474,0.3711354248598697,0.2159557075212649,0.4058876075232227,0.32119077504679816,0.3375455172005754,0.31054662766326596,0.4461215071716918,0.306034833468724,0.35192834057981626,0.071392140999712,0.333366581854547,0.3305683612174296,0.3939579990870562,0.27356119182778205,0.3052925778763268,1.0,0.37686577778273006,0.13860178034442966,0.3808557533885143
M_VAL_30,0.2954363308924059,0.7591827626962646,0.6954298844860706,0.7359048407080035,0.24789880803685138,0.9111675733899305,0.24391786200397805,0.8189484807518063,0.772443280192231,0.8233684945164776,0.7656105328730087,0.7640288271085621,0.3193555018185508,0.9493727415608024,0.21754748249552616,0.8624176188178608,0.7527825016535146,0.8240797999253722,0.7561380026542444,0.7696725473097427,0.43777959882935863,0.9513964579045772,0.24529690964565265,0.8674507845162052,0.8161340098307289,0.8499236050513631,0.8179259408138104,0.7500459160225202,0.37686577778273006,1.0,0.3012080032012006,0.8972528802809868
M_VAL_31,0.19807163613025097,0.2934743121600291,0.41084762628280264,0.18064755045048864,0.10798012470644881,0.36353613433699544,0.17404787824661064,0.34367997929596106,0.3515805818480457,0.2950021450707508,0.3798247553824238,0.19695743440530497,0.10568269470707957,0.3378965185571971,0.23163926006940183,0.3418163970349802,0.3600855531253258,0.31233683500400705,0.3974781414479075,0.2555296872688281,0.11459807165952911,0.292297103834886,0.3851576745283774,0.32396723756439755,0.35008609670071,0.2874985090292738,0.36586361171639725,0.1842517877208579,0.13860178034442966,0.3012080032012006,1.0,0.280607244371915
M_VAL_32,0.3063902441803743,0.7497766326711901,0.6997981614336843,0.7201637383739086,0.28696067828339045,0.8896296610607987,0.24410561934497632,0.794876899654696,0.7508697676930475,0.7757364996426975,0.7685661953648985,0.7016602851378103,0.30671665494669736,0.8978895112932328,0.2500909355004961,0.799064466477529,0.7566001527286637,0.7981598192840715,0.733017195079921,0.725533920611121,0.41120339963156594,0.9014254458079091,0.3039836362824375,0.8507424818000836,0.7671606955609886,0.8229016219528675,0.8028108280144126,0.7358982604716525,0.3808557533885143,0.8972528802809868,0.280607244371915,1.0
